tenure_months,monthly_charges,contract_type,payment_method,is_fiber,promo_active,support_tickets_90d,app_logins_30d,churn
58,40.8,month-to-month,transfer,0,1,2,11,0
28,111.62,month-to-month,transfer,1,1,5,23,0
59,81.39,month-to-month,debit,0,0,2,26,0
23,58.32,two-year,debit,0,1,3,20,0
70,89.98,month-to-month,transfer,1,1,3,24,0
36,78.75,month-to-month,credit-card,0,1,0,14,0
53,104.32,one-year,debit,0,1,0,17,0
63,34.04,one-year,transfer,1,1,0,20,0
57,59.69,one-year,credit-card,0,1,0,21,0
61,55.75,two-year,debit,0,0,1,7,0
39,25.53,month-to-month,paypal,0,0,2,17,0
4,86.21,two-year,debit,1,1,1,11,0
36,59.59,two-year,paypal,1,1,2,22,0
13,79.79,month-to-month,paypal,1,1,1,13,0
64,112.2,one-year,transfer,1,1,1,24,0
17,57.94,month-to-month,credit-card,0,1,1,20,0
17,56.58,month-to-month,credit-card,1,1,1,15,0
18,67.37,month-to-month,paypal,0,1,0,13,0
46,84.74,month-to-month,credit-card,1,1,1,10,0
41,53.67,two-year,transfer,1,1,3,20,0
68,52.38,month-to-month,transfer,0,1,1,16,0
30,86.14,month-to-month,paypal,1,1,3,12,1
21,72.57,month-to-month,paypal,1,1,2,12,0
4,24.11,month-to-month,debit,0,1,4,12,0
1,40.49,month-to-month,transfer,1,1,4,21,0
27,95.02,month-to-month,transfer,1,0,3,22,0
66,73.04,one-year,paypal,0,1,2,17,0
38,49.76,two-year,transfer,0,1,1,17,0
64,61.59,month-to-month,credit-card,1,1,3,21,0
8,65.26,two-year,paypal,0,1,2,25,0
7,79.71,one-year,transfer,0,1,0,17,0
60,37.83,one-year,credit-card,1,1,4,12,0
8,48.18,month-to-month,credit-card,1,1,0,14,0
4,70.46,month-to-month,credit-card,0,0,1,18,0
29,63.0,two-year,transfer,0,1,0,23,0
66,76.44,month-to-month,paypal,1,1,2,18,0
49,40.41,month-to-month,debit,1,1,1,19,0
8,72.14,one-year,credit-card,1,0,1,22,0
60,86.83,month-to-month,paypal,1,0,1,16,0
60,74.74,one-year,transfer,0,1,2,18,0
57,67.78,month-to-month,transfer,1,0,2,20,0
65,63.08,two-year,credit-card,1,0,0,21,0
18,48.3,month-to-month,paypal,1,1,2,17,0
70,63.56,month-to-month,credit-card,0,1,0,19,1
23,90.19,one-year,transfer,0,1,2,19,0
57,62.62,month-to-month,transfer,1,1,1,22,0
42,47.2,two-year,transfer,1,1,3,21,0
56,55.16,one-year,transfer,1,1,2,20,0
45,69.02,month-to-month,debit,0,1,0,23,0
46,57.53,month-to-month,transfer,1,0,1,19,0
44,74.71,two-year,debit,0,1,2,10,0
56,75.46,one-year,debit,1,1,2,19,0
53,82.78,two-year,transfer,1,0,0,25,0
10,93.47,month-to-month,transfer,1,1,4,20,0
59,84.92,two-year,credit-card,0,1,0,23,0
39,46.32,month-to-month,paypal,1,1,1,16,0
23,46.93,one-year,credit-card,0,1,1,28,0
37,63.48,month-to-month,debit,1,1,1,16,0
69,55.98,month-to-month,debit,1,1,2,10,0
61,42.23,two-year,debit,1,1,3,15,0
60,56.17,two-year,debit,1,0,1,8,0
33,55.51,month-to-month,debit,1,0,0,19,0
56,51.56,two-year,debit,0,0,0,12,0
28,58.68,month-to-month,paypal,0,1,2,21,0
49,88.57,month-to-month,paypal,1,0,0,22,0
46,68.98,month-to-month,debit,1,0,0,22,1
18,114.44,month-to-month,debit,1,1,1,15,0
19,68.41,month-to-month,transfer,0,1,6,22,0
5,59.2,month-to-month,credit-card,0,1,2,22,0
10,65.08,month-to-month,debit,1,1,0,19,0
31,70.13,one-year,credit-card,1,0,3,21,0
34,73.71,one-year,transfer,1,1,3,16,0
12,106.53,one-year,credit-card,1,1,1,21,0
30,48.09,month-to-month,paypal,0,1,1,21,0
43,82.18,one-year,debit,0,1,1,14,0
17,69.16,month-to-month,transfer,0,1,3,19,0
25,33.58,one-year,transfer,1,0,2,20,0
27,80.41,month-to-month,debit,0,0,0,23,1
36,90.35,month-to-month,debit,0,0,0,21,0
27,47.86,month-to-month,debit,1,1,2,19,0
53,64.82,one-year,paypal,0,0,1,26,0
24,30.49,two-year,transfer,1,1,1,21,0
31,39.82,one-year,credit-card,0,0,1,16,0
27,85.96,two-year,debit,0,1,3,14,0
13,55.67,two-year,debit,0,1,3,19,0
49,42.82,month-to-month,paypal,1,0,1,10,0
17,69.59,one-year,paypal,1,0,1,19,0
22,54.55,month-to-month,debit,1,1,1,20,0
57,55.58,month-to-month,debit,1,0,1,11,1
68,79.79,month-to-month,credit-card,0,0,2,19,0
48,41.77,two-year,transfer,1,1,1,25,0
66,46.89,one-year,credit-card,0,1,4,15,0
61,68.08,month-to-month,paypal,1,1,0,11,0
35,84.39,month-to-month,transfer,1,1,0,17,0
55,89.76,month-to-month,credit-card,0,1,1,19,0
24,51.7,one-year,paypal,1,1,0,11,0
33,83.75,two-year,paypal,1,1,2,19,0
39,49.32,month-to-month,debit,0,1,1,17,0
69,101.52,month-to-month,credit-card,0,1,0,12,0
61,42.32,month-to-month,debit,1,1,1,16,0
35,91.57,month-to-month,debit,1,1,2,18,0
47,51.87,month-to-month,debit,0,1,3,23,0
15,105.26,month-to-month,paypal,1,1,0,21,0
58,76.83,month-to-month,paypal,0,1,0,14,0
40,44.68,month-to-month,transfer,1,0,0,12,0
38,54.56,two-year,paypal,0,1,2,23,0
55,80.62,month-to-month,credit-card,1,1,0,10,0
45,86.05,month-to-month,credit-card,1,1,2,23,0
6,63.59,one-year,paypal,1,1,3,18,0
21,65.89,two-year,transfer,1,1,1,15,0
13,80.17,month-to-month,credit-card,1,1,5,10,0
53,67.64,month-to-month,paypal,0,1,0,15,0
3,39.13,one-year,credit-card,0,0,1,18,0
15,48.74,month-to-month,paypal,1,1,2,19,0
43,69.7,one-year,paypal,0,1,0,19,0
50,89.31,month-to-month,debit,1,0,1,20,0
36,97.32,month-to-month,transfer,0,1,0,13,0
62,80.59,month-to-month,transfer,1,1,1,23,0
66,70.75,one-year,paypal,1,0,3,12,0
10,79.98,month-to-month,transfer,1,1,3,17,1
68,51.66,month-to-month,debit,0,1,0,21,0
44,61.94,month-to-month,credit-card,1,1,0,21,0
46,48.52,one-year,debit,1,0,0,14,0
7,40.03,month-to-month,credit-card,1,1,0,16,0
45,71.67,one-year,transfer,1,1,0,14,0
52,68.71,one-year,debit,0,1,1,18,0
42,78.75,month-to-month,transfer,0,0,0,13,0
6,75.92,two-year,credit-card,0,0,2,16,0
38,69.85,two-year,debit,1,1,0,20,0
67,76.13,month-to-month,debit,1,1,3,16,0
52,64.15,month-to-month,credit-card,0,0,2,18,0
10,73.26,month-to-month,paypal,1,1,2,16,0
69,50.48,month-to-month,transfer,0,1,0,12,0
69,72.39,month-to-month,paypal,1,1,2,23,1
13,78.37,two-year,paypal,1,1,1,22,0
57,51.61,two-year,credit-card,0,1,1,16,0
29,66.04,month-to-month,paypal,0,1,6,17,0
43,52.53,month-to-month,credit-card,1,1,0,20,0
32,54.47,month-to-month,paypal,1,1,1,22,0
56,42.5,month-to-month,transfer,0,0,1,13,0
71,90.32,month-to-month,paypal,1,1,0,20,0
57,86.31,two-year,debit,1,1,1,13,0
67,75.75,two-year,credit-card,0,1,1,15,0
68,104.44,month-to-month,credit-card,1,0,3,16,1
7,61.22,one-year,credit-card,0,1,1,10,0
18,125.64,month-to-month,paypal,1,1,1,19,0
52,60.45,one-year,transfer,1,1,2,18,0
42,70.1,month-to-month,credit-card,0,1,2,18,0
4,57.04,month-to-month,credit-card,1,1,1,19,0
7,72.45,one-year,credit-card,0,0,1,15,0
37,81.71,month-to-month,debit,1,0,1,25,0
44,62.72,month-to-month,transfer,1,1,0,16,0
12,100.53,month-to-month,paypal,0,0,4,18,1
13,69.78,one-year,transfer,1,1,1,24,0
10,70.41,one-year,paypal,0,1,1,13,0
41,46.82,month-to-month,debit,1,1,0,15,0
1,73.37,month-to-month,debit,1,1,1,16,0
41,62.32,one-year,transfer,1,1,3,17,0
34,52.84,month-to-month,credit-card,1,1,2,12,0
34,49.47,month-to-month,paypal,1,0,3,16,0
49,118.44,one-year,paypal,0,0,0,12,0
38,59.73,month-to-month,credit-card,0,1,1,17,1
52,35.86,one-year,credit-card,1,1,3,14,0
55,51.04,month-to-month,transfer,0,1,1,19,0
66,63.97,one-year,transfer,0,1,1,18,0
57,75.93,month-to-month,credit-card,0,1,1,16,0
37,76.1,month-to-month,transfer,1,0,1,21,0
35,78.53,month-to-month,debit,1,0,1,19,0
17,52.1,two-year,transfer,0,1,0,19,0
43,71.81,two-year,debit,0,1,3,28,0
10,47.48,one-year,debit,1,1,2,20,0
67,52.61,month-to-month,debit,0,1,2,17,0
60,46.65,month-to-month,credit-card,1,1,2,13,1
9,41.23,one-year,credit-card,1,1,2,18,0
56,86.28,one-year,credit-card,1,0,0,25,0
9,78.77,month-to-month,paypal,0,0,3,20,0
52,84.53,two-year,debit,1,0,0,20,0
7,65.79,month-to-month,debit,1,0,1,15,0
35,80.54,month-to-month,paypal,0,1,2,23,0
47,29.77,two-year,paypal,1,1,4,22,0
52,82.26,month-to-month,credit-card,0,0,2,17,0
30,68.54,month-to-month,debit,1,0,0,21,0
66,77.54,month-to-month,debit,1,0,2,18,0
55,72.6,two-year,paypal,0,0,0,21,0
15,45.26,month-to-month,transfer,1,0,0,18,0
48,35.04,one-year,transfer,0,0,1,12,0
52,50.76,month-to-month,credit-card,0,0,1,16,0
24,76.3,month-to-month,debit,1,1,0,17,0
53,78.8,month-to-month,credit-card,0,1,0,13,0
64,37.64,month-to-month,transfer,1,0,1,17,0
59,45.38,month-to-month,paypal,0,1,1,20,0
55,50.54,month-to-month,paypal,1,0,2,17,0
46,57.85,one-year,debit,1,1,1,23,0
20,37.76,month-to-month,debit,1,1,1,20,1
57,36.56,one-year,paypal,1,1,2,25,0
26,48.56,one-year,debit,1,1,0,22,0
38,66.73,month-to-month,paypal,1,1,1,26,0
23,41.39,month-to-month,transfer,1,0,0,13,0
23,62.68,month-to-month,debit,0,1,0,15,0
12,86.17,month-to-month,transfer,0,1,2,22,0
69,38.96,month-to-month,credit-card,0,1,0,15,0
11,60.87,month-to-month,debit,1,0,1,23,0
7,85.5,month-to-month,debit,1,1,0,21,0
67,56.63,month-to-month,paypal,1,1,1,16,0
40,53.53,two-year,transfer,1,1,1,21,0
32,88.27,month-to-month,debit,0,1,2,17,0
53,58.88,month-to-month,paypal,1,1,0,12,0
28,87.09,month-to-month,debit,0,1,1,23,0
10,73.58,one-year,paypal,0,1,1,16,0
52,58.14,month-to-month,transfer,1,0,0,16,0
13,74.59,month-to-month,paypal,0,0,1,24,0
40,71.41,one-year,paypal,1,1,1,19,0
68,85.42,month-to-month,debit,1,1,2,16,0
67,54.03,month-to-month,debit,1,1,2,19,0
26,65.82,month-to-month,paypal,0,1,2,25,0
56,63.77,one-year,credit-card,0,1,0,24,0
44,79.08,two-year,paypal,0,1,0,15,0
35,44.5,one-year,credit-card,1,0,0,21,0
10,85.34,month-to-month,paypal,0,1,0,18,0
27,74.33,month-to-month,transfer,0,1,2,25,0
47,38.66,month-to-month,transfer,1,0,1,13,0
71,89.17,one-year,debit,1,1,2,20,0
1,109.68,two-year,transfer,1,0,1,15,0
51,85.04,one-year,debit,0,0,0,12,0
61,93.54,month-to-month,debit,1,1,2,18,0
68,66.71,one-year,credit-card,0,1,1,19,0
31,31.77,two-year,credit-card,0,0,2,22,0
9,28.12,one-year,paypal,0,1,0,20,0
20,70.1,one-year,transfer,1,0,0,17,0
61,53.16,month-to-month,debit,1,1,0,14,0
63,46.71,one-year,paypal,0,1,5,15,0
46,63.75,month-to-month,transfer,1,1,2,16,0
9,77.31,month-to-month,transfer,1,1,1,26,0
9,35.94,one-year,credit-card,0,1,1,19,0
34,56.02,two-year,transfer,1,1,1,16,0
42,95.2,two-year,credit-card,0,0,1,11,0
3,43.49,month-to-month,transfer,0,0,2,14,0
49,82.4,month-to-month,credit-card,1,1,1,24,0
39,55.31,month-to-month,transfer,0,1,0,13,0
1,75.92,one-year,debit,1,0,0,14,0
7,86.95,one-year,credit-card,0,1,2,10,0
33,79.83,two-year,debit,1,1,2,26,0
52,83.18,month-to-month,credit-card,1,1,2,13,1
59,41.97,month-to-month,credit-card,1,1,0,16,0
31,87.27,one-year,paypal,1,1,0,13,0
21,47.95,month-to-month,debit,1,1,4,23,0
69,70.19,two-year,debit,0,1,2,10,0
33,70.16,month-to-month,credit-card,0,0,1,24,0
23,74.7,month-to-month,debit,1,1,0,19,0
32,71.74,month-to-month,debit,1,1,0,18,1
1,48.12,two-year,transfer,0,1,2,25,0
22,38.0,one-year,credit-card,1,1,5,23,0
37,82.45,one-year,paypal,0,1,2,18,0
66,68.72,one-year,credit-card,0,1,0,14,0
53,87.99,month-to-month,transfer,1,0,2,12,0
56,64.11,one-year,credit-card,1,1,1,23,0
39,36.9,two-year,paypal,1,1,1,19,0
8,84.32,month-to-month,transfer,0,0,2,19,0
28,57.59,one-year,paypal,0,1,4,13,0
71,71.84,month-to-month,paypal,1,1,0,14,0
4,52.05,month-to-month,paypal,0,1,0,19,0
63,97.89,month-to-month,transfer,1,1,2,19,0
49,47.47,two-year,paypal,0,1,2,19,0
21,58.25,month-to-month,credit-card,0,1,0,18,0
56,67.15,month-to-month,transfer,0,1,0,17,0
60,43.16,one-year,paypal,0,1,2,20,0
4,71.61,month-to-month,debit,0,0,1,22,0
8,97.24,one-year,paypal,1,0,0,12,0
48,55.19,two-year,transfer,1,1,2,15,0
71,72.9,month-to-month,debit,0,1,1,16,0
2,10.01,month-to-month,debit,1,1,1,13,0
48,64.22,two-year,credit-card,0,0,4,12,0
10,58.74,month-to-month,paypal,0,0,1,23,0
47,48.63,month-to-month,transfer,1,1,2,16,1
45,86.63,two-year,debit,1,0,1,18,0
7,58.48,two-year,paypal,1,1,0,20,0
49,61.45,one-year,credit-card,0,1,2,16,0
64,57.46,month-to-month,paypal,0,1,2,18,0
62,26.66,two-year,debit,1,1,3,13,0
3,42.36,one-year,transfer,1,0,1,13,0
18,84.22,one-year,credit-card,1,1,0,19,0
18,22.8,one-year,transfer,1,0,0,22,0
33,49.67,one-year,transfer,0,1,2,15,0
11,57.01,month-to-month,paypal,1,1,0,20,1
61,99.87,month-to-month,debit,1,1,3,18,0
56,80.37,month-to-month,credit-card,0,1,1,24,0
58,53.86,month-to-month,credit-card,0,0,1,19,0
15,91.09,month-to-month,credit-card,1,0,3,21,0
2,50.19,month-to-month,debit,0,1,2,14,0
65,85.18,one-year,paypal,1,1,1,15,0
21,37.82,month-to-month,credit-card,1,1,0,18,0
47,86.47,month-to-month,credit-card,1,1,0,18,0
65,56.88,month-to-month,credit-card,1,1,0,17,0
3,44.43,month-to-month,debit,1,1,2,24,0
1,60.66,one-year,transfer,1,0,1,13,0
1,70.55,month-to-month,debit,1,1,1,19,0
12,55.11,month-to-month,debit,0,1,1,10,0
4,76.08,one-year,credit-card,1,1,4,19,0
59,53.34,month-to-month,paypal,0,1,6,16,0
44,77.41,month-to-month,credit-card,0,1,2,15,0
70,73.84,one-year,credit-card,1,1,1,10,0
57,63.78,month-to-month,transfer,0,1,2,19,0
69,56.17,one-year,paypal,0,1,1,20,0
17,68.03,one-year,debit,0,1,0,20,0
21,76.01,two-year,credit-card,1,1,2,20,0
61,106.24,month-to-month,transfer,1,0,1,17,0
18,83.79,one-year,debit,0,1,1,16,0
5,84.52,one-year,debit,1,0,1,19,0
48,126.77,month-to-month,paypal,0,0,2,18,0
57,75.32,two-year,paypal,1,1,1,22,0
69,74.69,month-to-month,debit,0,0,1,20,0
66,79.08,two-year,transfer,1,1,0,27,0
9,44.82,one-year,transfer,1,1,0,13,0
55,56.12,month-to-month,paypal,1,1,0,17,0
61,54.88,month-to-month,paypal,1,1,4,20,0
50,77.95,two-year,debit,0,1,2,23,0
59,61.52,month-to-month,credit-card,1,1,3,16,0
60,67.76,month-to-month,credit-card,0,0,2,21,0
32,86.75,month-to-month,credit-card,1,1,2,18,0
3,82.26,one-year,paypal,0,1,3,18,0
33,61.77,month-to-month,transfer,0,1,1,17,0
15,51.6,month-to-month,paypal,0,1,1,19,0
9,87.71,one-year,credit-card,0,1,1,15,0
9,80.48,month-to-month,credit-card,1,0,1,12,0
50,32.87,month-to-month,credit-card,1,0,0,13,0
36,58.74,month-to-month,transfer,0,1,2,17,0
39,68.31,two-year,credit-card,1,1,1,16,0
53,80.58,two-year,transfer,1,1,2,11,0
39,83.2,month-to-month,paypal,0,1,2,21,0
45,70.68,month-to-month,credit-card,0,1,0,19,0
7,76.7,month-to-month,transfer,1,1,0,15,0
61,66.28,two-year,transfer,0,0,2,13,0
32,51.52,month-to-month,paypal,1,1,1,16,0
12,59.77,month-to-month,credit-card,0,1,0,23,0
58,65.38,two-year,credit-card,0,1,3,17,0
53,64.31,month-to-month,credit-card,1,1,0,22,0
4,27.29,month-to-month,transfer,1,1,2,17,1
14,57.05,month-to-month,paypal,1,0,0,21,0
2,66.12,one-year,credit-card,0,1,3,18,0
20,59.37,month-to-month,debit,1,1,2,20,1
8,60.06,two-year,transfer,1,0,0,9,0
51,74.76,month-to-month,paypal,1,1,2,14,0
38,43.42,month-to-month,paypal,1,1,1,25,0
70,32.44,one-year,transfer,1,1,1,16,0
54,58.04,one-year,paypal,1,1,2,16,0
44,80.28,one-year,paypal,1,1,1,20,0
37,98.75,one-year,paypal,1,1,0,28,1
4,80.64,month-to-month,debit,1,1,0,14,0
5,35.63,one-year,debit,1,1,2,19,0
44,60.35,month-to-month,debit,1,1,3,11,0
1,70.13,month-to-month,paypal,0,0,4,17,0
4,68.55,two-year,debit,0,1,2,24,0
16,75.79,one-year,paypal,0,1,3,13,0
63,46.66,month-to-month,transfer,1,0,2,26,0
33,66.3,month-to-month,credit-card,0,1,0,14,0
51,73.41,two-year,debit,0,1,0,20,0
30,81.51,month-to-month,credit-card,1,0,1,12,0
13,48.89,month-to-month,transfer,0,1,0,23,0
27,58.1,month-to-month,debit,1,1,2,20,0
7,10.92,month-to-month,debit,1,1,2,17,0
55,52.57,month-to-month,credit-card,0,1,1,16,0
14,54.51,two-year,credit-card,0,0,0,14,0
27,44.61,month-to-month,paypal,1,1,1,23,0
70,68.31,month-to-month,paypal,1,1,0,12,0
43,63.88,one-year,debit,1,1,1,10,0
33,19.82,month-to-month,paypal,0,1,0,20,0
39,69.31,one-year,transfer,1,0,3,22,0
56,46.43,one-year,debit,1,0,3,19,0
19,74.71,one-year,debit,1,1,1,17,0
46,39.36,one-year,transfer,0,0,2,21,0
62,65.6,one-year,paypal,1,1,0,24,0
41,59.34,one-year,debit,1,1,2,23,0
32,71.06,one-year,debit,0,0,1,15,0
11,67.49,month-to-month,paypal,1,1,2,21,0
18,59.9,one-year,transfer,1,1,1,12,0
68,34.27,one-year,debit,1,0,0,21,0
39,35.46,month-to-month,debit,1,1,0,21,1
22,53.32,two-year,transfer,0,0,2,27,0
30,64.83,month-to-month,credit-card,1,1,0,16,0
42,52.84,month-to-month,credit-card,0,1,1,16,0
39,77.5,two-year,transfer,1,1,2,12,0
50,59.42,month-to-month,credit-card,0,1,3,12,0
19,45.7,month-to-month,transfer,0,1,0,19,0
47,59.44,month-to-month,paypal,1,1,2,22,0
32,69.52,two-year,credit-card,0,0,0,22,0
67,71.5,month-to-month,debit,1,0,0,21,0
12,102.57,one-year,paypal,0,0,0,20,0
11,51.62,one-year,credit-card,0,1,0,29,0
33,63.53,one-year,paypal,0,1,0,14,0
37,73.52,two-year,credit-card,0,0,0,17,0
50,64.53,one-year,paypal,1,1,0,22,0
29,54.99,month-to-month,debit,0,1,0,15,0
65,34.01,two-year,credit-card,1,0,2,22,0
34,54.78,month-to-month,transfer,1,0,2,19,0
10,43.53,month-to-month,credit-card,0,1,1,20,0
9,30.47,month-to-month,debit,0,0,1,16,0
70,49.09,one-year,transfer,0,1,1,18,0
10,44.06,month-to-month,transfer,0,1,0,22,0
68,76.68,month-to-month,debit,0,1,1,11,0
20,77.02,month-to-month,paypal,1,1,1,17,0
7,46.92,month-to-month,debit,1,0,3,23,0
22,59.8,month-to-month,debit,1,1,1,15,0
44,27.84,one-year,debit,1,1,2,26,0
31,55.11,month-to-month,paypal,1,1,3,19,0
56,72.98,month-to-month,transfer,0,1,1,21,0
44,81.5,month-to-month,credit-card,0,0,1,12,0
29,50.74,month-to-month,paypal,1,1,0,18,0
46,86.04,one-year,debit,0,1,0,18,0
69,34.69,month-to-month,debit,0,1,1,10,0
30,40.05,month-to-month,credit-card,1,1,1,17,0
11,79.19,two-year,paypal,0,1,1,19,0
30,98.42,month-to-month,credit-card,0,1,1,16,0
60,74.87,month-to-month,paypal,1,1,0,15,0
16,64.19,one-year,credit-card,0,0,0,19,0
68,21.1,one-year,transfer,0,1,0,22,0
42,24.55,one-year,credit-card,0,1,1,19,0
43,67.59,month-to-month,debit,0,1,1,18,0
23,57.84,month-to-month,paypal,1,1,0,25,0
66,42.88,month-to-month,transfer,1,0,0,19,0
3,66.31,month-to-month,transfer,1,1,1,13,0
22,67.3,month-to-month,credit-card,0,0,2,13,0
30,83.89,two-year,paypal,0,0,1,10,0
34,67.73,one-year,debit,1,1,0,12,0
34,89.57,month-to-month,transfer,0,0,1,23,0
11,65.16,month-to-month,paypal,0,1,2,15,0
17,62.69,one-year,transfer,1,1,2,17,0
7,86.29,month-to-month,transfer,1,1,2,27,0
41,45.43,month-to-month,credit-card,1,0,0,22,0
25,121.29,month-to-month,debit,1,0,2,21,1
41,72.51,one-year,transfer,1,1,0,19,0
42,72.62,one-year,credit-card,1,1,0,19,0
50,75.5,month-to-month,debit,1,1,1,17,0
39,102.54,month-to-month,paypal,0,1,3,26,1
47,80.85,one-year,paypal,0,0,3,20,0
42,32.9,month-to-month,paypal,0,1,5,27,0
47,93.07,one-year,paypal,1,1,0,16,0
44,58.18,month-to-month,paypal,1,0,2,18,0
23,67.14,one-year,credit-card,1,1,1,19,0
18,39.41,two-year,paypal,0,0,3,21,1
56,75.52,one-year,transfer,1,0,2,14,0
25,51.97,month-to-month,paypal,0,1,0,15,0
39,67.0,one-year,transfer,0,1,2,17,0
14,59.32,month-to-month,credit-card,1,1,5,16,0
31,103.5,month-to-month,transfer,1,1,2,18,0
38,104.65,month-to-month,paypal,1,1,0,13,1
45,65.93,two-year,credit-card,0,1,2,16,0
38,66.28,month-to-month,transfer,0,1,2,21,0
26,57.53,two-year,transfer,1,0,0,11,0
69,87.12,month-to-month,debit,0,1,1,18,0
37,58.42,month-to-month,paypal,1,1,3,19,0
58,56.57,month-to-month,credit-card,0,1,4,17,1
53,84.57,one-year,debit,0,1,0,16,0
40,54.23,month-to-month,paypal,0,1,3,13,0
63,64.24,month-to-month,transfer,1,1,1,23,0
10,33.37,month-to-month,credit-card,1,0,2,21,0
66,79.08,month-to-month,credit-card,0,1,4,13,1
61,103.82,month-to-month,transfer,0,0,3,11,0
36,79.42,month-to-month,paypal,1,1,1,22,0
53,94.24,month-to-month,credit-card,1,1,0,24,0
37,48.08,two-year,credit-card,0,1,2,20,0
20,69.73,month-to-month,debit,0,1,2,23,0
57,46.14,month-to-month,credit-card,1,1,2,17,0
18,60.44,month-to-month,credit-card,1,1,2,12,0
23,80.44,month-to-month,debit,0,0,1,21,0
37,67.04,one-year,transfer,0,0,0,25,0
60,36.75,month-to-month,paypal,0,1,1,19,0
28,38.7,month-to-month,debit,0,1,0,15,0
36,37.38,one-year,transfer,0,0,0,14,0
3,74.83,month-to-month,paypal,0,1,3,14,0
9,106.28,two-year,credit-card,0,1,1,18,0
4,92.25,two-year,paypal,0,1,0,18,0
6,27.08,month-to-month,credit-card,1,0,0,19,0
62,93.42,month-to-month,transfer,1,1,0,26,0
60,83.73,month-to-month,paypal,1,0,1,14,0
59,34.09,month-to-month,paypal,0,0,1,12,0
4,58.94,month-to-month,debit,1,1,1,16,0
6,86.91,month-to-month,transfer,1,1,0,20,0
20,76.01,month-to-month,credit-card,1,0,2,12,1
41,38.82,month-to-month,debit,0,0,1,28,0
24,77.21,month-to-month,paypal,0,1,2,14,0
35,22.25,two-year,credit-card,1,1,0,18,0
13,60.54,two-year,credit-card,0,0,1,23,0
52,87.76,month-to-month,transfer,0,0,0,24,0
23,65.37,one-year,transfer,0,1,2,30,0
5,55.02,month-to-month,debit,1,0,1,23,0
53,82.79,one-year,credit-card,1,1,2,18,0
65,84.5,month-to-month,credit-card,0,1,0,23,0
2,91.2,two-year,transfer,1,1,3,16,0
32,82.49,month-to-month,debit,1,1,0,15,0
59,86.63,month-to-month,paypal,0,1,2,16,0
51,79.66,two-year,debit,0,0,2,15,0
61,70.31,month-to-month,debit,0,1,1,17,0
30,66.79,month-to-month,credit-card,1,0,0,17,0
27,60.25,one-year,transfer,1,1,3,16,0
51,40.75,one-year,debit,1,0,0,16,0
11,45.89,one-year,paypal,1,1,2,24,0
17,59.36,one-year,debit,0,0,0,20,0
43,69.83,one-year,paypal,1,1,1,17,0
48,93.82,month-to-month,debit,1,1,2,20,0
9,64.16,one-year,debit,1,0,1,7,0
37,85.07,one-year,debit,1,1,2,14,0
26,86.59,two-year,debit,0,0,0,22,0
36,60.37,month-to-month,debit,0,1,0,14,0
69,76.89,month-to-month,paypal,0,1,0,16,0
6,60.13,one-year,transfer,1,1,3,13,0
71,91.44,month-to-month,credit-card,1,1,2,18,0
32,77.72,month-to-month,credit-card,1,1,1,11,0
55,41.19,one-year,credit-card,0,1,1,17,0
31,68.23,month-to-month,transfer,0,1,0,19,0
23,97.96,month-to-month,credit-card,0,1,2,10,0
55,61.38,month-to-month,debit,1,1,1,25,1
49,73.95,month-to-month,paypal,1,1,2,27,0
11,75.92,one-year,credit-card,1,0,3,23,0
51,44.27,month-to-month,credit-card,1,1,0,22,0
54,75.21,month-to-month,credit-card,1,0,4,22,0
28,37.12,month-to-month,debit,0,1,0,25,0
66,52.49,month-to-month,credit-card,0,1,1,27,0
46,86.51,month-to-month,transfer,0,1,3,17,0
24,72.14,month-to-month,transfer,0,0,0,17,0
1,58.91,month-to-month,credit-card,1,0,2,21,0
48,73.93,month-to-month,transfer,0,1,2,15,0
15,63.8,month-to-month,debit,1,1,2,21,1
54,65.25,month-to-month,credit-card,1,1,1,17,0
38,78.14,month-to-month,debit,1,1,1,12,0
34,50.45,month-to-month,transfer,1,0,0,22,1
12,65.81,month-to-month,credit-card,0,1,1,19,0
51,58.75,month-to-month,paypal,1,1,0,17,0
12,33.29,month-to-month,paypal,0,0,1,17,0
30,46.59,one-year,credit-card,1,1,2,19,0
60,96.36,month-to-month,credit-card,1,0,2,20,0
66,72.69,one-year,debit,0,0,1,14,0
71,38.53,one-year,paypal,0,0,0,19,0
69,34.19,month-to-month,credit-card,1,1,0,11,0
40,62.76,month-to-month,debit,1,1,2,13,0
15,96.22,month-to-month,transfer,1,0,1,16,0
60,61.26,month-to-month,credit-card,0,1,0,15,0
57,91.14,month-to-month,credit-card,1,1,1,20,1
71,72.04,month-to-month,credit-card,1,1,0,18,1
47,74.43,one-year,credit-card,0,0,0,14,0
11,38.29,month-to-month,transfer,1,0,2,15,0
36,83.75,one-year,paypal,1,0,2,15,0
32,58.3,one-year,debit,1,1,1,26,0
60,82.26,month-to-month,debit,0,1,1,18,0
28,48.72,two-year,credit-card,0,0,1,23,0
24,68.54,two-year,paypal,1,1,2,19,0
